leading_item_id,following_item_id,y_true,y_pred,abs_error,rel_error,is_overestimate,is_fp,corr,lag,leader_mean,follower_mean,leader_cv,follower_cv,mean_ratio,is_fn
GYHKIVQT,SDWAYPIK,2062329,3294285,1231956,0.5973615267011229,True,,0.4199801126203227,1.0,36061995.10526316,10909752.394736841,0.3447929440653561,0.5558296828578599,0.30252769883895275,
DBWLZWNK,OKMBFVKS,1635096,2220052,584956,0.3577502483034635,True,,0.45313032770890493,1.0,518086.6052631579,2435471.1578947366,0.5285837933334413,0.12993836350968646,4.700895821573419,
FITUEHWN,BLANHGYY,0,29359,29359,1.0,True,True,,,,,,,,
NAQIHUKZ,SNHYOVBM,1143459,848948,294511,0.25756148668207607,False,,0.3686133800950413,2.0,7912.52,567407.9736842106,1.972868947972541,1.04208885616931,71.71014716982839,
VWMBASNE,FRHNWLNI,1227528,1551815,324287,0.2641789026401027,True,,-0.40901657845079004,6.0,501427.86842105264,1322805.0263157894,1.3284358439035426,0.35679630369469284,2.63807640066192,
NZKBIBNU,KJNSOAHR,8726741,0,8726741,1.0,False,,,,,,,,,True
UIFPPCLR,ATLDMDBO,29354408,42227484,12873076,0.43853979272891486,True,,0.38628962274762574,5.0,246194.07894736843,62675611.921052635,0.6011253305314879,0.5315019670218069,254.5780637334153,
KJNSOAHR,QVLMOEYE,923979,1217516,293537,0.31768795611155665,True,,0.7064874722593634,5.0,6250392.315789473,2064349.6315789474,0.6934130836048472,0.637311521442272,0.330275209503902,
AXULOHBQ,HCDTGMST,50050,80876,30826,0.6159040959040959,True,,0.4518416965093759,5.0,98606.34210526316,83280.03125,0.7325974436669059,1.3257006983212078,0.8445707392846782,
OGAFEHLU,UQYUIVVR,1870018,4862570,2992552,1.0,True,,-0.44970870262893603,3.0,2741306.214285714,3534057.4324324327,1.3992621979723767,0.8224306913918368,1.2891874005229587,
ATLDMDBO,XIIEJNEE,37,25507,25470,1.0,True,,0.3931554065264242,2.0,62675611.921052635,151017.91666666666,0.5315019670218069,4.218403593916532,0.002409516429722164,
UGEQLMXM,VWMBASNE,84287,326987,242700,1.0,True,,0.5008804156665041,5.0,159171.36842105264,501427.86842105264,0.7219521884909037,1.3284358439035426,3.1502391001290895,
QJQJSWFU,QRKRBYJL,1702859,0,1702859,1.0,False,,,,,,,,,True
DNMPSKTB,GYHKIVQT,24133496,18031084,6102412,0.25286067132586176,False,,0.6913427069260994,3.0,6894369.368421053,36061995.10526316,0.32496018350038297,0.3447929440653561,5.230644483662481,
UXSPKBJR,WQMVCOEM,70,203189,203119,1.0,True,,0.5177762563978812,2.0,741563.1578947369,158158.1052631579,0.7219038310705108,0.7793146867012294,0.21327664889955072,
DDEXPPXU,BJALXPFS,0,162472,162472,1.0,True,True,,,,,,,,
CCLHWFWF,SUOYXCHP,0,68194,68194,1.0,True,,-0.39355191554685776,3.0,25782245.02631579,46826.205882352944,0.43365340668838326,2.21371950294329,0.0018162191009571782,
GYHKIVQT,WPQXWHYO,12457225,10938989,1518236,0.12187593946484872,False,,-0.520391846691629,6.0,36061995.10526316,9272052.5,0.3447929440653561,0.2482958043423005,0.2571142409879249,
SAHWCZNH,BJALXPFS,93666,162472,68806,0.7345888582836888,True,,-0.3926257486613125,6.0,2158882.052631579,165578.34210526315,0.5873070613632748,0.5636787734890155,0.07669633544983649,
DEWLVASR,SDWAYPIK,2062329,3303840,1241511,0.6019946381009044,True,,-0.5076775618985231,1.0,203663.37837837837,10909752.394736841,0.8440020994954969,0.5558296828578599,53.56757057455873,
VBYCLTYZ,ZGJXVMNI,2915914,1896222,1019692,0.3496989280205109,False,,-0.39980677669204856,6.0,498229.3157894737,2174920.8421052634,0.5780085177077264,0.3916190062822348,4.365300822692404,
LRVGFDFM,NZKBIBNU,0,322088,322088,1.0,True,True,,,,,,,,
RCBZUSIM,APQGTRMF,20741,29624,8883,0.4282821464731691,True,,0.40588801556749116,1.0,13465.342105263158,296222.2972972973,0.7755831534472368,0.6760383768143915,21.998869021048765,
GYHKIVQT,BUZIIBYG,0,18736334,18736334,1.0,True,True,,,,,,,,
VBYCLTYZ,IGDVVKUD,240,15471,15231,1.0,True,,0.590664048105855,2.0,498229.3157894737,17738.58064516129,0.5780085177077264,2.098909721465533,0.035603245499621926,
SDWAYPIK,RAWUKQMJ,3106334,3814248,707914,0.22789371651599602,True,,0.461949345171402,4.0,10909752.394736841,4281800.02631579,0.5558296828578599,0.2084471778350136,0.392474537587255,
VMAQSTJE,VWMBASNE,84287,326987,242700,1.0,True,,0.46255105008016745,5.0,148371.05263157896,501427.86842105264,0.5813957086593269,1.3284358439035426,3.3795532182827546,
QKXNTIIB,XIIEJNEE,37,28989,28952,1.0,True,,0.5183004174164758,5.0,1883907.0263157894,151017.91666666666,0.5349019840104827,4.218403593916532,0.08016208579146321,
KEUWZRKO,MIRCVAMV,23895,28989,5094,0.21318267419962336,True,,0.38980882932186095,3.0,584342.9210526316,80421.0,1.0397840904396993,1.4964591179751747,0.1376263784545043,
OXKURKXR,DEWLVASR,446042,523481,77439,0.17361369557126907,True,,-0.3909977939906173,5.0,130758.57894736843,203663.37837837837,0.5868072200371253,0.8440020994954969,1.5575527052825713,
HXYSSRXE,GYHKIVQT,24133496,18029958,6103538,0.2529073284699407,False,,0.4799074685500145,4.0,6756731.763157895,36061995.10526316,0.22428434115093354,0.3447929440653561,5.337195018144224,
BLANHGYY,OGAFEHLU,0,258642,258642,1.0,True,,0.7200956756164681,6.0,18061.291666666668,2741306.214285714,1.4559018088890414,1.3992621979723767,151.77797163560453,
DEWLVASR,DNMPSKTB,4917328,4607017,310311,0.0631056134551122,False,,-0.42535702411267334,1.0,203663.37837837837,6894369.368421053,0.8440020994954969,0.32496018350038297,33.85178731353591,
DEWLVASR,WPQXWHYO,12457225,11069121,1388104,0.11142963220139317,False,,0.3768234079572188,1.0,203663.37837837837,9272052.5,0.8440020994954969,0.2482958043423005,45.526361066120636,
DJBLNPNC,WBLJNPZQ,256631,294682,38051,0.14827125327805293,True,,0.4866686761198287,4.0,3216.76,357645.9736842105,1.9609764319090297,0.5613956226850155,111.18205078532762,
WHPUAOID,XIIEJNEE,37,28989,28952,1.0,True,,0.38157260894017403,3.0,58193.81081081081,151017.91666666666,0.9912656571287116,4.218403593916532,2.595085535086004,
SAAYMURU,XUOIQPFL,0,3804990,3804990,1.0,True,True,,,,,,,,
VBYCLTYZ,BTMOEMEP,16411238,9065883,7345355,0.4475807979873304,False,,0.7736588455802758,3.0,498229.3157894737,16769950.842105264,0.5780085177077264,0.6360492144631922,33.65910096143638,
APQGTRMF,DJBLNPNC,0,28989,28989,1.0,True,,0.41233464267950226,1.0,296222.2972972973,3216.76,0.6760383768143915,1.9609764319090297,0.010859277067760928,
BEZYMBBT,GYHKIVQT,24133496,18010984,6122512,0.2536935386402368,False,,0.4250752176479966,5.0,5047690.815789473,36061995.10526316,0.18652966192717593,0.3447929440653561,7.144255942233847,
YSYHGLQK,AANGBULD,0,40464,40464,1.0,True,,0.3691856064318531,4.0,2292.942857142857,99983.34615384616,1.017412058970298,1.3148520417131202,43.604813718921605,
GKQIJYDH,FDXPMYGF,9380,16544,7164,0.7637526652452026,True,,0.49753378594136854,6.0,12880402.631578946,5811.428571428572,0.8213846925268766,2.0790378320739147,0.0004511837663506468,
WPQXWHYO,ZXERAXWP,12817,0,12817,1.0,False,,,,,,,,,True
XIIEJNEE,EVBVXETX,5417576,4494504,923072,0.17038468865042225,False,,0.49139397282935066,3.0,151017.91666666666,4546713.105263158,4.218403593916532,0.17381426936182232,30.10711050463543,
AXULOHBQ,KEUWZRKO,381641,411843,30202,0.07913719961953773,True,,0.63286780674612,6.0,98606.34210526316,584342.9210526316,0.7325974436669059,1.0397840904396993,5.926017622972367,
FDXPMYGF,HCDTGMST,50050,76065,26015,0.5197802197802198,True,,0.7143748559720919,4.0,5811.428571428572,83280.03125,2.0790378320739147,1.3257006983212078,14.330388858161259,
ZGJXVMNI,BJALXPFS,0,160660,160660,1.0,True,True,,,,,,,,
KAGJCHMR,FWUCPMMW,8970,0,8970,1.0,False,,,,,,,,,True
KAGJCHMR,JBVHSUWY,0,238602,238602,1.0,True,True,,,,,,,,
PYZMVUWD,JBVHSUWY,0,238602,238602,1.0,True,True,,,,,,,,
OKMBFVKS,ZKENOUDA,319283,290129,29154,0.09131084335839991,False,,-0.36930286847263255,5.0,2435471.1578947366,135919.15789473685,0.12993836350968646,1.1003549375667574,0.05580815747053548,
FCYBOAXC,VUAFAIYJ,135266,343347,208081,1.0,True,,0.4440124528867542,3.0,107992713.94736843,388572.3157894737,0.07537421288541803,0.6984961676558964,0.0035981345554372234,
AXULOHBQ,OKMBFVKS,1635096,2225548,590452,0.36111151883436815,True,,0.3584754571905261,5.0,98606.34210526316,2435471.1578947366,0.7325974436669059,0.12993836350968646,24.69893016916548,
BSRMSVTC,KEUWZRKO,381641,412374,30733,0.0805285595625208,True,,0.5359416530819391,3.0,545620.6052631579,584342.9210526316,1.1067018305691183,1.0397840904396993,1.0709693061734675,
GYHKIVQT,VUAFAIYJ,0,345790,345790,1.0,True,True,,,,,,,,
FRHNWLNI,JERHKLYW,0,28480,28480,1.0,True,True,,,,,,,,
JPBRUTWP,VBYCLTYZ,614370,318969,295401,0.48081937594609114,False,,0.547543587066917,2.0,6293026.2894736845,498229.3157894737,0.21864187296933466,0.5780085177077264,0.07917165650854813,
SDWAYPIK,QRKRBYJL,1702859,160422,1542437,0.9057925524074513,False,,0.6687253561893027,2.0,10909752.394736841,5493522.5,0.5558296828578599,0.8143102638315541,0.503542362945856,
ZCELVYQU,LPHPPJUG,0,1164412,1164412,1.0,True,True,,,,,,,,
JERHKLYW,RAWUKQMJ,3106334,3823803,717469,0.23096968967277826,True,,-0.4479709782652368,6.0,7123.710526315789,4281800.02631579,0.9662048632128616,0.2084471778350136,601.0631693270435,
FRHNWLNI,BJALXPFS,93666,162472,68806,0.7345888582836888,True,,0.43895620083962467,1.0,1322805.0263157894,165578.34210526315,0.35679630369469284,0.5636787734890155,0.12517214465568194,
TGOELCAG,AHMDUILJ,0,126146,126146,1.0,True,True,,,,,,,,
FQCLOEXA,DJBLNPNC,0,27176,27176,1.0,True,,0.43959308347706566,5.0,1511813.6578947369,3216.76,0.256899688425636,1.9609764319090297,0.0021277490008123567,
EVBVXETX,KAGJCHMR,0,40295,40295,1.0,True,True,,,,,,,,
AHMDUILJ,JERHKLYW,23428,0,23428,1.0,False,,,,,,,,,True
HCDTGMST,MBSBZBXA,6483620,2611450,3872170,0.5972234646694285,False,,0.3698351662362531,6.0,83280.03125,3549002.5789473685,1.3257006983212078,0.5416975162119719,42.61528875143606,
MBSBZBXA,AHMDUILJ,157401,124334,33067,0.21008125742530226,False,,-0.3796566574819064,1.0,3549002.5789473685,127959.47368421052,0.5416975162119719,0.37158072226629424,0.0360550523246346,
ZXERAXWP,FITUEHWN,121831,80876,40955,0.33616238888296085,False,,0.42122610348500944,4.0,9971.0,59190.0,0.5939184632657805,0.6491689850212896,5.936215023568348,
PYZMVUWD,SAHWCZNH,1331058,1578028,246970,0.1855441310596533,True,,0.3868467938105574,2.0,19335.083333333332,2158882.052631579,1.0104161642294807,0.5873070613632748,111.65620625537753,
VBYCLTYZ,AXULOHBQ,90027,66076,23951,0.2660424094993724,False,,0.6119809854031184,5.0,498229.3157894737,98606.34210526316,0.5780085177077264,0.7325974436669059,0.19791356907414331,
AHMDUILJ,BJALXPFS,0,162472,162472,1.0,True,True,,,,,,,,
QRKRBYJL,GYHKIVQT,24133496,18027218,6106278,0.2530208636162784,False,,0.7370798809504079,2.0,5493522.5,36061995.10526316,0.8143102638315541,0.3447929440653561,6.564457523431124,
UXSPKBJR,QVLMOEYE,923979,1219765,295786,0.32012199411458486,True,,0.5638013499993663,3.0,741563.1578947369,2064349.6315789474,0.7219038310705108,0.637311521442272,2.7837812728447022,
BTMOEMEP,ZKENOUDA,319283,290902,28381,0.0888897936939956,False,,-0.3665345662857044,5.0,16769950.842105264,135919.15789473685,0.6360492144631922,1.1003549375667574,0.00810492285722609,
FTSVTTSR,KAGJCHMR,133762,0,133762,1.0,False,,,,,,,,,True
NAQIHUKZ,XIPPENFQ,0,123681,123681,1.0,True,True,,,,,,,,
LRVGFDFM,ZGJXVMNI,2915914,1919868,996046,0.34158963535961623,False,,-0.3510261091964318,4.0,19597624.63157895,2174920.8421052634,0.9876642997453272,0.3916190062822348,0.11097879885915712,
FTSVTTSR,BSRMSVTC,0,241507,241507,1.0,True,True,,,,,,,,
VUAFAIYJ,GYHKIVQT,24133496,18170216,5963280,0.24709557206299493,False,,-0.35183307394591884,3.0,388572.3157894737,36061995.10526316,0.6984961676558964,0.3447929440653561,92.80639314716734,
HCDTGMST,JPBRUTWP,5598417,5708892,110475,0.01973325674025354,True,,-0.37570718485989124,4.0,83280.03125,6293026.2894736845,1.3257006983212078,0.21864187296933466,75.5646485119887,
DNMPSKTB,ELQGMQWE,730774,412971,317803,0.4348854775895147,False,,-0.36705959346400924,2.0,6894369.368421053,349994.84210526315,0.32496018350038297,0.4098690167706989,0.050765316362128554,
LRVGFDFM,IGDVVKUD,240,11061,10821,1.0,True,,0.6931012339890034,2.0,19597624.63157895,17738.58064516129,0.9876642997453272,2.098909721465533,0.0009051393206387852,
SDWAYPIK,UQYUIVVR,0,4785190,4785190,1.0,True,True,,,,,,,,
ZGJXVMNI,DEWLVASR,446042,521669,75627,0.1695512978598428,True,,0.5513363711919808,3.0,2174920.8421052634,203663.37837837837,0.3916190062822348,0.8440020994954969,0.09364174292487713,
JERHKLYW,QRKRBYJL,0,245619,245619,1.0,True,True,,,,,,,,
BLANHGYY,RAWUKQMJ,3106334,3823803,717469,0.23096968967277826,True,,0.3740680051379763,1.0,18061.291666666668,4281800.02631579,1.4559018088890414,0.2084471778350136,237.0705321268988,
KEUWZRKO,HXYSSRXE,0,5860718,5860718,1.0,True,True,,,,,,,,
LRVGFDFM,BTMOEMEP,16411238,9027582,7383656,0.44991462557547457,False,,0.5507107748369424,3.0,19597624.63157895,16769950.842105264,0.9876642997453272,0.6360492144631922,0.8557134426935973,
UQYUIVVR,KJNSOAHR,0,8927079,8927079,1.0,True,True,,,,,,,,
XUOIQPFL,GYHKIVQT,24133496,18052118,6081378,0.25198910261488844,False,,0.5686592191765597,5.0,4762489.263157895,36061995.10526316,0.3834218558464716,0.3447929440653561,7.572089533982759,
SUOYXCHP,FQCLOEXA,1505537,1587105,81568,0.054178675117250524,True,,-0.40907388370661324,2.0,46826.205882352944,1511813.6578947369,2.21371950294329,0.256899688425636,32.285632145663186,
QVLMOEYE,BEZYMBBT,5437047,3395078,2041969,0.375565817253373,False,,0.39329353122610067,1.0,2064349.6315789474,5047690.815789473,0.637311521442272,0.18652966192717593,2.4451724352180957,
AANGBULD,RJGPVEXX,658517,448282,210235,0.3192552356279337,False,,0.3755811103701957,1.0,99983.34615384616,498724.3157894737,1.3148520417131202,0.3909312275777323,4.988073864042095,
KAGJCHMR,ZXERAXWP,12817,0,12817,1.0,False,,,,,,,,,True
OKMBFVKS,LSOIUSXD,0,62738,62738,1.0,True,True,,,,,,,,
LSOIUSXD,ZKENOUDA,319283,0,319283,1.0,False,,,,,,,,,True
DDEXPPXU,FCYBOAXC,0,112665936,112665936,1.0,True,True,,,,,,,,
XMKRPGLB,AHMDUILJ,0,124334,124334,1.0,True,True,,,,,,,,
GKQIJYDH,DJBLNPNC,0,25507,25507,1.0,True,True,,,,,,,,
RCBZUSIM,RAWUKQMJ,3106334,3857237,750903,0.24173285937700195,True,,0.41115295859676904,5.0,13465.342105263158,4281800.02631579,0.7755831534472368,0.2084471778350136,317.98672420228934,
VBYCLTYZ,OKMBFVKS,1635096,2220052,584956,0.3577502483034635,True,,0.3935673598496757,2.0,498229.3157894737,2435471.1578947366,0.5780085177077264,0.12993836350968646,4.888253422092574,
LTOYKIML,XIIEJNEE,37,28989,28952,1.0,True,,0.568843092568812,4.0,331426.3157894737,151017.91666666666,0.4857862474092201,4.218403593916532,0.4556606083223494,
LRVGFDFM,AXULOHBQ,90027,62594,27433,0.3047196952025503,False,,0.43116828300228155,6.0,19597624.63157895,98606.34210526316,0.9876642997453272,0.7325974436669059,0.0050315456061125,
JSLXRQOK,DEWLVASR,446042,523481,77439,0.17361369557126907,True,,0.35362619465974066,6.0,16689.61111111111,203663.37837837837,1.9627331870433546,0.8440020994954969,12.20300323491597,
DNMPSKTB,HXYSSRXE,5520062,5888770,368708,0.06679417731177657,True,,0.4268828102639018,4.0,6894369.368421053,6756731.763157895,0.32496018350038297,0.22428434115093354,0.9800362298699005,
DNMPSKTB,FQCLOEXA,1505537,1586066,80529,0.053488555910615285,True,,-0.42805094515126696,6.0,6894369.368421053,1511813.6578947369,0.32496018350038297,0.256899688425636,0.21928237045427873,
STZDBITS,LTOYKIML,310344,0,310344,1.0,False,,,,,,,,,True
ZGJXVMNI,KEUWZRKO,381641,410561,28920,0.07577802175342796,True,,-0.4108519519159585,4.0,2174920.8421052634,584342.9210526316,0.3916190062822348,1.0397840904396993,0.2686731901870064,
UGEQLMXM,VBYCLTYZ,614370,318617,295753,0.4813923205885704,False,,0.7268589125758477,2.0,159171.36842105264,498229.3157894737,0.7219521884909037,0.5780085177077264,3.130144075104753,
DUCMGGNW,SUOYXCHP,0,67421,67421,1.0,True,,0.38268938870597086,5.0,1357808.6315789474,46826.205882352944,0.4104911166492561,2.21371950294329,0.03448660200951913,
XIIEJNEE,LRVGFDFM,12244798,9010364,3234434,0.26414759965823853,False,,0.4812001529548241,1.0,151017.91666666666,19597624.63157895,4.218403593916532,0.9876642997453272,129.77019590884493,
JBVHSUWY,KJNSOAHR,8726741,8868727,141986,0.016270220463744715,True,,-0.42218166710436883,2.0,468399.7105263158,6250392.315789473,0.7486997552441048,0.6934130836048472,13.344142140408756,
LLHREMKS,CCLHWFWF,0,28158496,28158496,1.0,True,True,,,,,,,,
SDWAYPIK,KJNSOAHR,8726741,8927079,200338,0.022956794523866356,True,,-0.42494849018791536,6.0,10909752.394736841,6250392.315789473,0.5558296828578599,0.6934130836048472,0.5729178893926897,
XIPPENFQ,WBLJNPZQ,0,294682,294682,1.0,True,True,,,,,,,,
ZGJXVMNI,OKMBFVKS,1635096,2223735,588639,0.3600027154368918,True,,-0.4510206234061205,6.0,2174920.8421052634,2435471.1578947366,0.3916190062822348,0.12993836350968646,1.1197976086050414,
AANGBULD,BEZYMBBT,0,3400574,3400574,1.0,True,True,,,,,,,,
GYHKIVQT,VWMBASNE,84287,323505,239218,1.0,True,,0.37264158635013245,3.0,36061995.10526316,501427.86842105264,0.3447929440653561,1.3284358439035426,0.013904606968011886,
RJGPVEXX,SDWAYPIK,2062329,3303840,1241511,0.6019946381009044,True,,-0.4582142569827085,1.0,498724.3157894737,10909752.394736841,0.3909312275777323,0.5558296828578599,21.87531678191157,
KJNSOAHR,XIPPENFQ,40763,0,40763,1.0,False,,,,,,,,,True
APQGTRMF,VMAQSTJE,77898,144420,66522,0.8539628745282293,True,,-0.39791823009541244,4.0,296222.2972972973,148371.05263157896,0.6760383768143915,0.5813957086593269,0.5008773950688441,
DUCMGGNW,BLANHGYY,4000,27546,23546,1.0,True,,0.4035793308050851,3.0,1357808.6315789474,18061.291666666668,0.4104911166492561,1.4559018088890414,0.013301794705535075,
LSOIUSXD,XIPPENFQ,40763,123681,82918,1.0,True,,0.37311633130399385,3.0,123142.0,155567.76315789475,0.6448263592309759,0.5515252552944861,1.2633200951575803,
FTSVTTSR,EVBVXETX,0,4481386,4481386,1.0,True,True,,,,,,,,
FITUEHWN,RCBZUSIM,210,25844,25634,1.0,True,,0.48480821422229253,1.0,59190.0,13465.342105263158,0.6491689850212896,0.7755831534472368,0.22749353109077813,
QKXNTIIB,AHMDUILJ,157401,126146,31255,0.1985692594075006,False,,-0.38049586432423055,1.0,1883907.0263157894,127959.47368421052,0.5349019840104827,0.37158072226629424,0.06792239314190092,
YSYHGLQK,ZCELVYQU,0,211356,211356,1.0,True,True,,,,,,,,
WBLJNPZQ,DNMPSKTB,4917328,4607017,310311,0.0631056134551122,False,,0.37093059473384116,6.0,357645.9736842105,6894369.368421053,0.5613956226850155,0.32496018350038297,19.277078104361806,
XIFHSOWQ,EVBVXETX,5417576,4461070,956506,0.1765560833848939,False,,-0.5210319421357368,1.0,209381.6052631579,4546713.105263158,1.5218381630044358,0.17381426936182232,21.714959628610615,
EVBVXETX,HXYSSRXE,0,5888770,5888770,1.0,True,True,,,,,,,,
EVBVXETX,FQCLOEXA,1505537,1578127,72590,0.04821535438850058,True,,0.4370636145922187,2.0,4546713.105263158,1511813.6578947369,0.17381426936182232,0.256899688425636,0.33250693916550406,
UGEQLMXM,DJBLNPNC,0,28062,28062,1.0,True,,0.6799576535665776,5.0,159171.36842105264,3216.76,0.7219521884909037,1.9609764319090297,0.02020941348880518,
ROACSLMG,OXKURKXR,198451,0,198451,1.0,False,,,,,,,,,True
RJGPVEXX,WPQXWHYO,12457225,11045683,1411542,0.1133111106205435,False,,0.513176738750756,2.0,498724.3157894737,9272052.5,0.3909312275777323,0.2482958043423005,18.59153886515934,
UIFPPCLR,DUCMGGNW,1318558,0,1318558,1.0,False,,,,,,,,,True
DEWLVASR,VWMBASNE,84287,326987,242700,1.0,True,,-0.3748403947928401,4.0,203663.37837837837,501427.86842105264,0.8440020994954969,1.3284358439035426,2.462042378033566,
RCBZUSIM,QRKRBYJL,1702859,245619,1457240,0.8557608116702557,False,,0.36615058630349023,5.0,13465.342105263158,5493522.5,0.7755831534472368,0.8143102638315541,407.97496692287996,
BLANHGYY,UQYUIVVR,1870018,4896004,3025986,1.0,True,,0.4587153576357172,1.0,18061.291666666668,3534057.4324324327,1.4559018088890414,0.8224306913918368,195.67024870955237,
PYZMVUWD,FRHNWLNI,0,1551815,1551815,1.0,True,True,,,,,,,,
GYHKIVQT,DDEXPPXU,0,36946,36946,1.0,True,True,,,,,,,,
AHMDUILJ,KEUWZRKO,381641,412374,30733,0.0805285595625208,True,,-0.3992581498140044,3.0,127959.47368421052,584342.9210526316,0.37158072226629424,1.0397840904396993,4.5666249182512555,
FTSVTTSR,FQCLOEXA,1505537,1581609,76072,0.05052815042074688,True,,0.435975973755445,1.0,184544.0810810811,1511813.6578947369,1.3647723322174365,0.256899688425636,8.192154682167823,
LLHREMKS,FWUCPMMW,8970,28161,19191,1.0,True,,0.40602056802423925,6.0,55960.78947368421,2464.12,1.320620799457153,2.653700914273573,0.044032974215968884,
DDEXPPXU,QJQJSWFU,0,134482,134482,1.0,True,True,,,,,,,,
NZKBIBNU,XIIEJNEE,37,28062,28025,1.0,True,,0.6729105996972614,6.0,245059.86842105264,151017.91666666666,0.4644919862904115,4.218403593916532,0.6162490726845301,
ZKENOUDA,SDWAYPIK,2062329,3303840,1241511,0.6019946381009044,True,,-0.46992580998269146,4.0,135919.15789473685,10909752.394736841,1.1003549375667574,0.5558296828578599,80.26648019101137,
JERHKLYW,MBSBZBXA,0,2632410,2632410,1.0,True,True,,,,,,,,
FTSVTTSR,QKXNTIIB,2025741,0,2025741,1.0,False,,,,,,,,,True
FQCLOEXA,VMAQSTJE,77898,142608,64710,0.8307016868212278,True,,-0.35088104370440193,5.0,1511813.6578947369,148371.05263157896,0.256899688425636,0.5813957086593269,0.0981410981814993,
ELQGMQWE,LLHREMKS,19970,241507,221537,1.0,True,,0.6023510489161811,6.0,349994.84210526315,55960.78947368421,0.4098690167706989,1.320620799457153,0.15989032620330346,
BSRMSVTC,FITUEHWN,121831,80876,40955,0.33616238888296085,False,,0.5577960900335371,2.0,545620.6052631579,59190.0,1.1067018305691183,0.6491689850212896,0.10848197342446793,
OKMBFVKS,CCLHWFWF,0,28157042,28157042,1.0,True,True,,,,,,,,
YSYHGLQK,QVLMOEYE,0,1219765,1219765,1.0,True,True,,,,,,,,
ATLDMDBO,AANGBULD,0,39425,39425,1.0,True,,-0.44175544405000927,6.0,62675611.921052635,99983.34615384616,0.5315019670218069,1.3148520417131202,0.0015952512163708436,
RCBZUSIM,XUOIQPFL,3141828,3838423,696595,0.2217164657008595,True,,0.5600602502478501,6.0,13465.342105263158,4762489.263157895,0.7755831534472368,0.3834218558464716,353.6849807400285,
MIRCVAMV,VUAFAIYJ,135266,346829,211563,1.0,True,,-0.5039914429937319,4.0,80421.0,388572.3157894737,1.4964591179751747,0.6984961676558964,4.8317269841145185,
ZKENOUDA,DNMPSKTB,4917328,4607017,310311,0.0631056134551122,False,,-0.4069598189637132,2.0,135919.15789473685,6894369.368421053,1.1003549375667574,0.32496018350038297,50.72404416866992,
ZKENOUDA,WPQXWHYO,12457225,11069121,1388104,0.11142963220139317,False,,0.3501940812674337,3.0,135919.15789473685,9272052.5,1.1003549375667574,0.2482958043423005,68.21740690286485,
BUZIIBYG,SNHYOVBM,1143459,847908,295551,0.2584710077055671,False,,-0.3616134033326903,6.0,17240342.57894737,567407.9736842106,0.13079974136664493,1.04208885616931,0.03291164146454301,
IGDVVKUD,SDWAYPIK,2062329,3337274,1274945,0.6182064064463042,True,,0.4827854925114199,3.0,17738.58064516129,10909752.394736841,2.098909721465533,0.5558296828578599,615.0296133029556,
OJIFIHMZ,AHMDUILJ,157401,124334,33067,0.21008125742530226,False,,0.4386266186853966,2.0,3211210.6052631577,127959.47368421052,0.553223370594771,0.37158072226629424,0.03984773638779269,
ZXERAXWP,WBLJNPZQ,256631,0,256631,1.0,False,,,,,,,,,True
OGAFEHLU,GYHKIVQT,24133496,18252366,5881130,0.24369158948210404,False,,0.7120362475557339,4.0,2741306.214285714,36061995.10526316,1.3992621979723767,0.3447929440653561,13.155040804027658,
