max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,score,f1,nmae
7,0.09,0.9,0.85,0.03,0.5,0.6305414773053442,0.8120063191153238,0.6416557854096252
7,0.09,0.85,0.9,0.03,0.5,0.6305414773053442,0.8120063191153238,0.6416557854096252
7,0.09,0.8,0.85,0.03,0.5,0.6305414773053442,0.8120063191153238,0.6416557854096252
7,0.09,0.85,0.85,0.03,0.5,0.6305414773053442,0.8120063191153238,0.6416557854096252
7,0.09,0.9,0.9,0.03,0.5,0.6305414773053442,0.8120063191153238,0.6416557854096252
6,0.09,0.9,0.9,0.03,0.6,0.6304934762903891,0.8120063191153238,0.6417757879470128
6,0.09,0.8,0.9,0.03,0.6,0.6304934762903891,0.8120063191153238,0.6417757879470128
6,0.09,0.85,0.85,0.03,0.6,0.6304934762903891,0.8120063191153238,0.6417757879470128
6,0.09,0.85,0.9,0.03,0.6,0.6304934762903891,0.8120063191153238,0.6417757879470128
6,0.09,0.8,0.85,0.03,0.6,0.6304934762903891,0.8120063191153238,0.6417757879470128
6,0.09,0.9,0.85,0.03,0.6,0.6304934762903891,0.8120063191153238,0.6417757879470128
5,0.09,0.85,0.85,0.03,0.5,0.6304568567507982,0.8120063191153238,0.6418673367959901
5,0.09,0.9,0.85,0.03,0.5,0.6304568567507982,0.8120063191153238,0.6418673367959901
5,0.09,0.85,0.9,0.03,0.5,0.6304568567507982,0.8120063191153238,0.6418673367959901
5,0.09,0.8,0.85,0.03,0.5,0.6304568567507982,0.8120063191153238,0.6418673367959901
5,0.09,0.8,0.9,0.03,0.5,0.6304568567507982,0.8120063191153238,0.6418673367959901
5,0.09,0.9,0.9,0.03,0.5,0.6304568567507982,0.8120063191153238,0.6418673367959901
7,0.07,0.85,0.9,0.07,0.5,0.6304453391246269,0.8120063191153238,0.6418961308614186
7,0.07,0.8,0.85,0.07,0.5,0.6304453391246269,0.8120063191153238,0.6418961308614186
7,0.07,0.8,0.9,0.07,0.5,0.6304453391246269,0.8120063191153238,0.6418961308614186
7,0.07,0.85,0.85,0.07,0.5,0.6304453391246269,0.8120063191153238,0.6418961308614186
7,0.07,0.9,0.9,0.07,0.5,0.6304453391246269,0.8120063191153238,0.6418961308614186
7,0.07,0.9,0.85,0.07,0.5,0.6304453391246269,0.8120063191153238,0.6418961308614186
6,0.08,0.9,0.8,0.03,0.5,0.630396036474327,0.8120063191153238,0.6420193874871682
6,0.08,0.8,0.8,0.03,0.5,0.630396036474327,0.8120063191153238,0.6420193874871682
6,0.08,0.85,0.8,0.03,0.5,0.630396036474327,0.8120063191153238,0.6420193874871682
5,0.08,0.85,0.85,0.07,0.4,0.6303685371874894,0.8120063191153238,0.642088135704262
5,0.08,0.85,0.9,0.07,0.4,0.6303685371874894,0.8120063191153238,0.642088135704262
5,0.08,0.8,0.85,0.07,0.4,0.6303685371874894,0.8120063191153238,0.642088135704262
5,0.08,0.9,0.85,0.07,0.4,0.6303685371874894,0.8120063191153238,0.642088135704262
5,0.08,0.9,0.9,0.07,0.4,0.6303685371874894,0.8120063191153238,0.642088135704262
5,0.08,0.8,0.9,0.07,0.4,0.6303685371874894,0.8120063191153238,0.642088135704262
6,0.09,0.8,0.85,0.07,0.5,0.6302660160826961,0.8120063191153238,0.6423444384662457
6,0.09,0.85,0.9,0.07,0.5,0.6302660160826961,0.8120063191153238,0.6423444384662457
6,0.09,0.85,0.85,0.07,0.5,0.6302660160826961,0.8120063191153238,0.6423444384662457
6,0.09,0.8,0.9,0.07,0.5,0.6302660160826961,0.8120063191153238,0.6423444384662457
6,0.09,0.9,0.85,0.07,0.5,0.6302660160826961,0.8120063191153238,0.6423444384662457
6,0.09,0.9,0.9,0.07,0.5,0.6302660160826961,0.8120063191153238,0.6423444384662457
5,0.08,0.9,0.9,0.05,0.4,0.6302435967517535,0.8120063191153238,0.642400486793602
5,0.08,0.85,0.85,0.05,0.4,0.6302435967517535,0.8120063191153238,0.642400486793602
5,0.08,0.9,0.85,0.05,0.4,0.6302435967517535,0.8120063191153238,0.642400486793602
5,0.08,0.85,0.9,0.05,0.4,0.6302435967517535,0.8120063191153238,0.642400486793602
5,0.08,0.8,0.9,0.05,0.4,0.6302435967517535,0.8120063191153238,0.642400486793602
5,0.08,0.8,0.85,0.05,0.4,0.6302435967517535,0.8120063191153238,0.642400486793602
5,0.08,0.9,0.8,0.05,0.5,0.6302086216785128,0.8120063191153238,0.6424879244767039
5,0.08,0.85,0.8,0.05,0.5,0.6302086216785128,0.8120063191153238,0.6424879244767039
5,0.08,0.8,0.8,0.05,0.5,0.6302086216785128,0.8120063191153238,0.6424879244767039
6,0.07,0.8,0.85,0.07,0.4,0.6302001257754551,0.8120063191153238,0.6425091642343478
6,0.07,0.85,0.9,0.07,0.4,0.6302001257754551,0.8120063191153238,0.6425091642343478
6,0.07,0.8,0.9,0.07,0.4,0.6302001257754551,0.8120063191153238,0.6425091642343478
6,0.07,0.85,0.85,0.07,0.4,0.6302001257754551,0.8120063191153238,0.6425091642343478
6,0.07,0.9,0.85,0.07,0.4,0.6302001257754551,0.8120063191153238,0.6425091642343478
6,0.07,0.9,0.9,0.07,0.4,0.6302001257754551,0.8120063191153238,0.6425091642343478
7,0.07,0.85,0.9,0.05,0.4,0.62997492567263,0.8120063191153238,0.6430721644914107
7,0.07,0.9,0.85,0.05,0.4,0.62997492567263,0.8120063191153238,0.6430721644914107
7,0.07,0.9,0.9,0.05,0.4,0.62997492567263,0.8120063191153238,0.6430721644914107
7,0.07,0.8,0.85,0.05,0.4,0.62997492567263,0.8120063191153238,0.6430721644914107
7,0.07,0.85,0.85,0.05,0.4,0.62997492567263,0.8120063191153238,0.6430721644914107
7,0.07,0.8,0.9,0.05,0.4,0.62997492567263,0.8120063191153238,0.6430721644914107
5,0.08,0.8,0.9,0.03,0.4,0.6299734157810098,0.8120063191153238,0.643075939220461
5,0.08,0.8,0.85,0.03,0.4,0.6299734157810098,0.8120063191153238,0.643075939220461
5,0.08,0.85,0.9,0.03,0.4,0.6299734157810098,0.8120063191153238,0.643075939220461
5,0.08,0.9,0.85,0.03,0.4,0.6299734157810098,0.8120063191153238,0.643075939220461
5,0.08,0.9,0.9,0.03,0.4,0.6299734157810098,0.8120063191153238,0.643075939220461
5,0.08,0.85,0.85,0.03,0.4,0.6299734157810098,0.8120063191153238,0.643075939220461
5,0.09,0.8,0.9,0.07,0.6,0.6298936243114255,0.8120063191153238,0.6432754178944221
5,0.09,0.8,0.85,0.07,0.6,0.6298936243114255,0.8120063191153238,0.6432754178944221
5,0.09,0.9,0.9,0.07,0.6,0.6298936243114255,0.8120063191153238,0.6432754178944221
5,0.09,0.85,0.85,0.07,0.6,0.6298936243114255,0.8120063191153238,0.6432754178944221
5,0.09,0.85,0.9,0.07,0.6,0.6298936243114255,0.8120063191153238,0.6432754178944221
5,0.09,0.9,0.85,0.07,0.6,0.6298936243114255,0.8120063191153238,0.6432754178944221
7,0.09,0.8,0.9,0.07,0.6,0.6298898239324715,0.8120063191153238,0.6432849188418068
7,0.09,0.8,0.85,0.07,0.6,0.6298898239324715,0.8120063191153238,0.6432849188418068
7,0.09,0.9,0.85,0.07,0.6,0.6298898239324715,0.8120063191153238,0.6432849188418068
7,0.09,0.85,0.9,0.07,0.6,0.6298898239324715,0.8120063191153238,0.6432849188418068
7,0.09,0.9,0.9,0.07,0.6,0.6298898239324715,0.8120063191153238,0.6432849188418068
7,0.09,0.85,0.85,0.07,0.6,0.6298898239324715,0.8120063191153238,0.6432849188418068
6,0.09,0.8,0.8,0.03,0.6,0.6298839190871444,0.8120063191153238,0.6432996809551249
6,0.09,0.9,0.8,0.03,0.6,0.6298839190871444,0.8120063191153238,0.6432996809551249
6,0.09,0.85,0.8,0.03,0.6,0.6298839190871444,0.8120063191153238,0.6432996809551249
7,0.07,0.85,0.85,0.05,0.6,0.629859497291767,0.8120063191153238,0.6433607354435681
7,0.07,0.8,0.9,0.05,0.6,0.629859497291767,0.8120063191153238,0.6433607354435681
7,0.07,0.8,0.85,0.05,0.6,0.629859497291767,0.8120063191153238,0.6433607354435681
7,0.07,0.85,0.9,0.05,0.6,0.629859497291767,0.8120063191153238,0.6433607354435681
7,0.07,0.9,0.9,0.05,0.6,0.629859497291767,0.8120063191153238,0.6433607354435681
7,0.07,0.9,0.85,0.05,0.6,0.629859497291767,0.8120063191153238,0.6433607354435681
6,0.09,0.9,0.85,0.07,0.6,0.6298552510406429,0.8120063191153238,0.6433713510713785
6,0.09,0.8,0.85,0.07,0.6,0.6298552510406429,0.8120063191153238,0.6433713510713785
6,0.09,0.85,0.85,0.07,0.6,0.6298552510406429,0.8120063191153238,0.6433713510713785
6,0.09,0.8,0.9,0.07,0.6,0.6298552510406429,0.8120063191153238,0.6433713510713785
6,0.09,0.85,0.9,0.07,0.6,0.6298552510406429,0.8120063191153238,0.6433713510713785
6,0.09,0.9,0.9,0.07,0.6,0.6298552510406429,0.8120063191153238,0.6433713510713785
7,0.08,0.9,0.85,0.05,0.6,0.6298504452530536,0.8120063191153238,0.6433833655403517
7,0.08,0.8,0.85,0.05,0.6,0.6298504452530536,0.8120063191153238,0.6433833655403517
7,0.08,0.8,0.9,0.05,0.6,0.6298504452530536,0.8120063191153238,0.6433833655403517
7,0.08,0.9,0.9,0.05,0.6,0.6298504452530536,0.8120063191153238,0.6433833655403517
7,0.08,0.85,0.9,0.05,0.6,0.6298504452530536,0.8120063191153238,0.6433833655403517
7,0.08,0.85,0.85,0.05,0.6,0.6298504452530536,0.8120063191153238,0.6433833655403517
7,0.07,0.8,0.85,0.05,0.5,0.6297638213843171,0.8120063191153238,0.643599925212193
7,0.07,0.85,0.9,0.05,0.5,0.6297638213843171,0.8120063191153238,0.643599925212193
7,0.07,0.9,0.85,0.05,0.5,0.6297638213843171,0.8120063191153238,0.643599925212193
7,0.07,0.8,0.9,0.05,0.5,0.6297638213843171,0.8120063191153238,0.643599925212193
7,0.07,0.85,0.85,0.05,0.5,0.6297638213843171,0.8120063191153238,0.643599925212193
7,0.07,0.9,0.9,0.05,0.5,0.6297638213843171,0.8120063191153238,0.643599925212193
7,0.07,0.8,0.8,0.07,0.6,0.6297003902856256,0.8120063191153238,0.6437585029589216
7,0.07,0.85,0.8,0.07,0.6,0.6297003902856256,0.8120063191153238,0.6437585029589216
7,0.07,0.9,0.8,0.07,0.6,0.6297003902856256,0.8120063191153238,0.6437585029589216
5,0.07,0.8,0.85,0.03,0.5,0.6296699738019699,0.8120063191153238,0.6438345441680611
5,0.07,0.9,0.9,0.03,0.5,0.6296699738019699,0.8120063191153238,0.6438345441680611
5,0.07,0.85,0.85,0.03,0.5,0.6296699738019699,0.8120063191153238,0.6438345441680611
5,0.07,0.8,0.9,0.03,0.5,0.6296699738019699,0.8120063191153238,0.6438345441680611
5,0.07,0.85,0.9,0.03,0.5,0.6296699738019699,0.8120063191153238,0.6438345441680611
5,0.07,0.9,0.85,0.03,0.5,0.6296699738019699,0.8120063191153238,0.6438345441680611
5,0.07,0.8,0.9,0.05,0.5,0.6296693737684492,0.8120063191153238,0.6438360442518626
5,0.07,0.85,0.85,0.05,0.5,0.6296693737684492,0.8120063191153238,0.6438360442518626
5,0.07,0.8,0.85,0.05,0.5,0.6296693737684492,0.8120063191153238,0.6438360442518626
5,0.07,0.9,0.85,0.05,0.5,0.6296693737684492,0.8120063191153238,0.6438360442518626
5,0.07,0.9,0.9,0.05,0.5,0.6296693737684492,0.8120063191153238,0.6438360442518626
5,0.07,0.85,0.9,0.05,0.5,0.6296693737684492,0.8120063191153238,0.6438360442518626
5,0.08,0.8,0.85,0.07,0.5,0.6296181358936361,0.8120063191153238,0.6439641389388954
5,0.08,0.9,0.85,0.07,0.5,0.6296181358936361,0.8120063191153238,0.6439641389388954
5,0.08,0.9,0.9,0.07,0.5,0.6296181358936361,0.8120063191153238,0.6439641389388954
5,0.08,0.85,0.85,0.07,0.5,0.6296181358936361,0.8120063191153238,0.6439641389388954
5,0.08,0.85,0.9,0.07,0.5,0.6296181358936361,0.8120063191153238,0.6439641389388954
5,0.08,0.8,0.9,0.07,0.5,0.6296181358936361,0.8120063191153238,0.6439641389388954
6,0.07,0.8,0.8,0.07,0.4,0.6296062879962037,0.8120063191153238,0.6439937586824764
6,0.07,0.9,0.8,0.07,0.4,0.6296062879962037,0.8120063191153238,0.6439937586824764
6,0.07,0.85,0.8,0.07,0.4,0.6296062879962037,0.8120063191153238,0.6439937586824764
6,0.08,0.85,0.8,0.03,0.6,0.6295991009228825,0.8120063191153238,0.6440117263657793
6,0.08,0.8,0.8,0.03,0.6,0.6295991009228825,0.8120063191153238,0.6440117263657793
6,0.08,0.9,0.8,0.03,0.6,0.6295991009228825,0.8120063191153238,0.6440117263657793
7,0.07,0.8,0.9,0.07,0.6,0.6295924603052295,0.8120063191153238,0.6440283279099118
7,0.07,0.9,0.9,0.07,0.6,0.6295924603052295,0.8120063191153238,0.6440283279099118
7,0.07,0.9,0.85,0.07,0.6,0.6295924603052295,0.8120063191153238,0.6440283279099118
7,0.07,0.8,0.85,0.07,0.6,0.6295924603052295,0.8120063191153238,0.6440283279099118
7,0.07,0.85,0.85,0.07,0.6,0.6295924603052295,0.8120063191153238,0.6440283279099118
7,0.07,0.85,0.9,0.07,0.6,0.6295924603052295,0.8120063191153238,0.6440283279099118
6,0.08,0.8,0.8,0.07,0.5,0.6295768425181075,0.8120063191153238,0.6440673723777169
6,0.08,0.85,0.8,0.07,0.5,0.6295768425181075,0.8120063191153238,0.6440673723777169
6,0.08,0.9,0.8,0.07,0.5,0.6295768425181075,0.8120063191153238,0.6440673723777169
5,0.07,0.8,0.85,0.07,0.4,0.6295555070881993,0.8120063191153238,0.6441207109524876
5,0.07,0.85,0.9,0.07,0.4,0.6295555070881993,0.8120063191153238,0.6441207109524876
5,0.07,0.9,0.9,0.07,0.4,0.6295555070881993,0.8120063191153238,0.6441207109524876
5,0.07,0.8,0.9,0.07,0.4,0.6295555070881993,0.8120063191153238,0.6441207109524876
5,0.07,0.9,0.85,0.07,0.4,0.6295555070881993,0.8120063191153238,0.6441207109524876
5,0.07,0.85,0.85,0.07,0.4,0.6295555070881993,0.8120063191153238,0.6441207109524876
6,0.08,0.9,0.8,0.05,0.4,0.6295267669106925,0.8120063191153238,0.6441925613962542
6,0.08,0.8,0.8,0.05,0.4,0.6295267669106925,0.8120063191153238,0.6441925613962542
6,0.08,0.85,0.8,0.05,0.4,0.6295267669106925,0.8120063191153238,0.6441925613962542
6,0.09,0.85,0.9,0.07,0.4,0.6294677052378538,0.8120063191153238,0.6443402155783513
6,0.09,0.8,0.85,0.07,0.4,0.6294677052378538,0.8120063191153238,0.6443402155783513
6,0.09,0.9,0.9,0.07,0.4,0.6294677052378538,0.8120063191153238,0.6443402155783513
6,0.09,0.9,0.85,0.07,0.4,0.6294677052378538,0.8120063191153238,0.6443402155783513
6,0.09,0.8,0.9,0.07,0.4,0.6294677052378538,0.8120063191153238,0.6443402155783513
6,0.09,0.85,0.85,0.07,0.4,0.6294677052378538,0.8120063191153238,0.6443402155783513
7,0.08,0.9,0.9,0.05,0.4,0.6294456215289442,0.8120063191153238,0.6443954248506251
7,0.08,0.9,0.85,0.05,0.4,0.6294456215289442,0.8120063191153238,0.6443954248506251
7,0.08,0.8,0.9,0.05,0.4,0.6294456215289442,0.8120063191153238,0.6443954248506251
7,0.08,0.8,0.85,0.05,0.4,0.6294456215289442,0.8120063191153238,0.6443954248506251
7,0.08,0.85,0.9,0.05,0.4,0.6294456215289442,0.8120063191153238,0.6443954248506251
7,0.08,0.85,0.85,0.05,0.4,0.6294456215289442,0.8120063191153238,0.6443954248506251
6,0.07,0.8,0.9,0.03,0.6,0.6294401799804613,0.8120063191153238,0.6444090287218324
6,0.07,0.8,0.85,0.03,0.6,0.6294401799804613,0.8120063191153238,0.6444090287218324
6,0.07,0.9,0.85,0.03,0.6,0.6294401799804613,0.8120063191153238,0.6444090287218324
6,0.07,0.85,0.85,0.03,0.6,0.6294401799804613,0.8120063191153238,0.6444090287218324
6,0.07,0.85,0.9,0.03,0.6,0.6294401799804613,0.8120063191153238,0.6444090287218324
6,0.07,0.9,0.9,0.03,0.6,0.6294401799804613,0.8120063191153238,0.6444090287218324
6,0.08,0.9,0.8,0.03,0.4,0.6293471414972712,0.8120063191153238,0.6446416249298076
6,0.08,0.85,0.8,0.03,0.4,0.6293471414972712,0.8120063191153238,0.6446416249298076
6,0.08,0.8,0.8,0.03,0.4,0.6293471414972712,0.8120063191153238,0.6446416249298076
6,0.07,0.9,0.8,0.03,0.5,0.6293334475026338,0.8120063191153238,0.6446758599164014
6,0.07,0.8,0.8,0.03,0.5,0.6293334475026338,0.8120063191153238,0.6446758599164014
6,0.07,0.85,0.8,0.03,0.5,0.6293334475026338,0.8120063191153238,0.6446758599164014
7,0.07,0.85,0.8,0.03,0.6,0.6293188033833901,0.8120063191153238,0.6447124702145104
7,0.07,0.8,0.8,0.03,0.6,0.6293188033833901,0.8120063191153238,0.6447124702145104
7,0.07,0.9,0.8,0.03,0.6,0.6293188033833901,0.8120063191153238,0.6447124702145104
7,0.09,0.85,0.9,0.03,0.6,0.6293079492947178,0.8120063191153238,0.6447396054361911
7,0.09,0.9,0.85,0.03,0.6,0.6293079492947178,0.8120063191153238,0.6447396054361911
7,0.09,0.8,0.85,0.03,0.6,0.6293079492947178,0.8120063191153238,0.6447396054361911
7,0.09,0.8,0.9,0.03,0.6,0.6293079492947178,0.8120063191153238,0.6447396054361911
7,0.09,0.85,0.85,0.03,0.6,0.6293079492947178,0.8120063191153238,0.6447396054361911
7,0.09,0.9,0.9,0.03,0.6,0.6293079492947178,0.8120063191153238,0.6447396054361911
6,0.08,0.8,0.9,0.03,0.6,0.6292450802349427,0.8120063191153238,0.644896778085629
6,0.08,0.8,0.85,0.03,0.6,0.6292450802349427,0.8120063191153238,0.644896778085629
6,0.08,0.85,0.85,0.03,0.6,0.6292450802349427,0.8120063191153238,0.644896778085629
6,0.08,0.9,0.85,0.03,0.6,0.6292450802349427,0.8120063191153238,0.644896778085629
6,0.08,0.85,0.9,0.03,0.6,0.6292450802349427,0.8120063191153238,0.644896778085629
6,0.08,0.9,0.9,0.03,0.6,0.6292450802349427,0.8120063191153238,0.644896778085629
5,0.09,0.9,0.85,0.05,0.5,0.6292062937439152,0.8120063191153238,0.6449937443131976
5,0.09,0.85,0.9,0.05,0.5,0.6292062937439152,0.8120063191153238,0.6449937443131976
5,0.09,0.85,0.85,0.05,0.5,0.6292062937439152,0.8120063191153238,0.6449937443131976
5,0.09,0.8,0.9,0.05,0.5,0.6292062937439152,0.8120063191153238,0.6449937443131976
5,0.09,0.8,0.85,0.05,0.5,0.6292062937439152,0.8120063191153238,0.6449937443131976
5,0.09,0.9,0.9,0.05,0.5,0.6292062937439152,0.8120063191153238,0.6449937443131976
7,0.08,0.8,0.85,0.03,0.5,0.6291833956800178,0.8120063191153238,0.6450509894729411
7,0.08,0.85,0.9,0.03,0.5,0.6291833956800178,0.8120063191153238,0.6450509894729411
7,0.08,0.9,0.85,0.03,0.5,0.6291833956800178,0.8120063191153238,0.6450509894729411
7,0.08,0.9,0.9,0.03,0.5,0.6291833956800178,0.8120063191153238,0.6450509894729411
7,0.08,0.85,0.85,0.03,0.5,0.6291833956800178,0.8120063191153238,0.6450509894729411
7,0.08,0.8,0.9,0.03,0.5,0.6291833956800178,0.8120063191153238,0.6450509894729411
7,0.08,0.8,0.8,0.07,0.6,0.6291404684113153,0.8120063191153238,0.6451583076446973
7,0.08,0.9,0.8,0.07,0.6,0.6291404684113153,0.8120063191153238,0.6451583076446973
7,0.08,0.85,0.8,0.07,0.6,0.6291404684113153,0.8120063191153238,0.6451583076446973
7,0.07,0.9,0.8,0.03,0.4,0.6291270052628565,0.8120063191153238,0.6451919655158445
7,0.07,0.85,0.8,0.03,0.4,0.6291270052628565,0.8120063191153238,0.6451919655158445
7,0.07,0.8,0.8,0.03,0.4,0.6291270052628565,0.8120063191153238,0.6451919655158445
7,0.08,0.9,0.8,0.05,0.6,0.6290622121752361,0.8120063191153238,0.6453539482348954
7,0.08,0.85,0.8,0.05,0.6,0.6290622121752361,0.8120063191153238,0.6453539482348954
7,0.08,0.8,0.8,0.05,0.6,0.6290622121752361,0.8120063191153238,0.6453539482348954
5,0.07,0.85,0.8,0.03,0.6,0.6290571770860909,0.8120063191153238,0.6453665359577584
5,0.07,0.9,0.8,0.03,0.6,0.6290571770860909,0.8120063191153238,0.6453665359577584
5,0.07,0.8,0.8,0.03,0.6,0.6290571770860909,0.8120063191153238,0.6453665359577584
6,0.08,0.9,0.9,0.05,0.5,0.629036827921087,0.8120063191153238,0.6454174088702683
6,0.08,0.9,0.85,0.05,0.5,0.629036827921087,0.8120063191153238,0.6454174088702683
6,0.08,0.85,0.9,0.05,0.5,0.629036827921087,0.8120063191153238,0.6454174088702683
6,0.08,0.85,0.85,0.05,0.5,0.629036827921087,0.8120063191153238,0.6454174088702683
6,0.08,0.8,0.85,0.05,0.5,0.629036827921087,0.8120063191153238,0.6454174088702683
6,0.08,0.8,0.9,0.05,0.5,0.629036827921087,0.8120063191153238,0.6454174088702683
5,0.07,0.9,0.8,0.05,0.4,0.6290039538685296,0.8120063191153238,0.6454995940016617
5,0.07,0.8,0.8,0.05,0.4,0.6290039538685296,0.8120063191153238,0.6454995940016617
5,0.07,0.85,0.8,0.05,0.4,0.6290039538685296,0.8120063191153238,0.6454995940016617
